Month,MATERIAL_NAME,ReconstructedInventory
2024-10,MAT-0183,3285.66
2024-10,MAT-0184,7098.15
2024-10,MAT-0185,3228.0
2024-10,MAT-0186,1630.6
2024-10,MAT-0191,3.1
2024-10,MAT-0192,2645.85
2024-10,MAT-0194,3.1
2024-10,MAT-0197,39.875
2024-10,MAT-0207,6095.375
2024-10,MAT-0210,18405.4
2024-10,MAT-0211,8379.96
2024-10,MAT-0212,22206.15
2024-10,MAT-0213,2852.775
2024-10,MAT-0217,7085.4
2024-10,MAT-0218,16221.835000000005
2024-10,MAT-0221,12880.0
2024-10,MAT-0222,4518.25
2024-10,MAT-0223,18.36
2024-10,MAT-0224,3033.87
2024-10,MAT-0225,170.5
2024-10,MAT-0226,429.455
2024-10,MAT-0227,0.0
2024-10,MAT-0228,19350.82
2024-10,MAT-0230,4603.5
2024-10,MAT-0231,8439.75
2024-10,MAT-0232,6905.25
2024-10,MAT-0233,24005.1
2024-10,MAT-0234,163560.795
2024-10,MAT-0236,2081.65
2024-10,MAT-0237,21232.96
2024-10,MAT-0241,2344.5299999999997
2024-10,MAT-0242,4799.7300000000005
2024-10,MAT-0243,22683.175
2024-10,MAT-0244,2301.75
2024-10,MAT-0245,2301.75
2024-10,MAT-0246,2983.75
2024-10,MAT-0247,61769.62
2024-10,MAT-0248,561.875
2024-10,MAT-0250,16450.53
2024-10,MAT-0252,1479.475
2024-10,MAT-0253,1479.475
2024-10,MAT-0255,1483.615
2024-10,MAT-0257,159.68099999999998
2024-10,MAT-0258,311.488
2024-10,MAT-0260,74.39999999999999
2024-10,MAT-0263,12627.23
2024-10,MAT-0265,763.375
2024-10,MAT-0267,18136.325
2024-10,MAT-0268,43781.7
2024-10,MAT-0269,1790.25
2024-10,MAT-0271,7052.19
2024-10,MAT-0272,8.304
2024-10,MAT-0273,17644.345
2024-10,MAT-0274,1674.775
2024-10,MAT-0275,38390.600000000006
2024-10,MAT-0276,1659.275
2024-10,MAT-0283,186.403
2024-10,MAT-0288,3416.975
2024-10,MAT-0289,3416.975
2024-10,MAT-0292,6455.724999999999
2024-10,MAT-0293,4114.474999999999
2024-10,MAT-0295,5718.724999999999
2024-10,MAT-0296,7652.03
2024-10,MAT-0299,56.575
2024-10,MAT-0301,7613.599999999999
2024-10,MAT-0302,37856.29
2024-10,MAT-0303,21420.525
2024-10,MAT-0304,11077.85
2024-10,MAT-0305,15968.41
2024-10,MAT-0306,5610.38
2024-10,MAT-0307,5164.599999999999
2024-10,MAT-0308,16282.105
2024-10,MAT-0309,13939.444999999998
2024-10,MAT-0310,4374.099999999999
2024-10,MAT-0316,4842.2
2024-10,MAT-0318,12338.0
2024-10,MAT-0319,30111.075
2024-10,MAT-0320,10401.355
2024-10,MAT-0321,6139.55
2024-10,MAT-0322,2059.3300000000004
2024-10,MAT-0323,7583.0
2024-10,MAT-0327,30007.63
2024-10,MAT-0334,2300.2000000000003
2024-10,MAT-0335,341248.5
2024-10,MAT-0336,18397.725
2024-10,MAT-0338,7587.25
2024-10,MAT-0339,1984.775
2024-10,MAT-0340,152258.23500000002
2024-10,MAT-0343,1519.0
2024-10,MAT-0344,14544.575
2024-10,MAT-0345,11398.95
2024-10,MAT-0346,35807.575000000004
2024-10,MAT-0347,211.575
2024-10,MAT-0348,211.575
2024-10,MAT-0349,7887.174999999999
2024-10,MAT-0351,211.575
2024-10,MAT-0354,26202.83
2024-10,MAT-0355,2492.725
2024-10,MAT-0356,9568.615
2024-10,MAT-0357,2732.205
2024-10,MAT-0359,5475.375
2024-10,MAT-0360,703.715
2024-10,MAT-0361,2064.875
2024-10,MAT-0363,6158.355
2024-10,MAT-0364,2728.0
2024-10,MAT-0365,1286.0
2024-10,MAT-0366,19832.25
2024-10,MAT-0367,7827.299999999999
2024-10,MAT-0369,250.325
2024-10,MAT-0371,5629.55
2024-10,MAT-0372,5755.925
2024-10,MAT-0373,2812.475
2024-10,MAT-0374,20777.6
2024-10,MAT-0376,11445.925
2024-10,MAT-0380,7903.45
2024-10,MAT-0381,75006.135
2024-10,MAT-0385,20.15
2024-10,MAT-0386,8703.25
2024-10,MAT-0390,49420.61
2024-10,MAT-0392,4518.25
2024-10,MAT-0393,3096.9
2024-10,MAT-0394,8397.28
2024-10,MAT-0395,22601.45
2024-10,MAT-0396,5210.325000000001
2024-10,MAT-0397,788.9499999999999
2024-10,MAT-0398,7071.245
2024-10,MAT-0403,6454.2
2024-10,MAT-0404,27516.52
2024-10,MAT-0405,513.8249999999999
2024-10,MAT-0406,857.15
2024-10,MAT-0407,130.20000000000002
2024-10,MAT-0408,130.20000000000002
2024-10,MAT-0410,14025.475
2024-10,MAT-0411,3050.7000000000003
2024-10,MAT-0412,130.20000000000002
2024-10,MAT-0413,95622.235
2024-10,MAT-0415,64843.91
2024-10,MAT-0416,59713.75
2024-10,MAT-0419,18490.9
2024-10,MAT-0420,2456.75
2024-10,MAT-0421,47784.95
2024-10,MAT-0422,2371.5
2024-10,MAT-0423,8304.26
2024-10,MAT-0424,2371.5
2024-10,MAT-0426,3060.0
2024-10,MAT-0427,7498.125
2024-10,MAT-0428,92355.185
2024-10,MAT-0431,0.0
2024-11,MAT-0005,360.75
2024-11,MAT-0007,5921.25
2024-11,MAT-0011,5092.5
2024-11,MAT-0012,13211.15
2024-11,MAT-0014,4455.75
2024-11,MAT-0015,198514.5
2024-11,MAT-0019,6973.1
2024-11,MAT-0021,1485.0
2024-11,MAT-0022,10434.0
2024-11,MAT-0023,11259.0
2024-11,MAT-0024,12438.75
2024-11,MAT-0025,10434.0
2024-11,MAT-0026,10731.0
2024-11,MAT-0028,10449.0
2024-11,MAT-0029,10887.75
2024-11,MAT-0030,11645.55
2024-11,MAT-0031,10434.0
2024-11,MAT-0032,18822.75
2024-11,MAT-0034,14322.75
2024-11,MAT-0035,21310.9
2024-11,MAT-0037,21959.445
2024-11,MAT-0039,2227.5
2024-11,MAT-0040,2236.5
2024-11,MAT-0041,5614.92
2024-11,MAT-0043,4.92
2024-11,MAT-0044,7215.42
2024-11,MAT-0045,4.92
2024-11,MAT-0046,50492.55
2024-11,MAT-0048,0.72
2024-11,MAT-0050,20091.0
2024-11,MAT-0051,85741.15
2024-11,MAT-0053,9748.05
2024-11,MAT-0055,20060.25
2024-11,MAT-0056,194359.275
2024-11,MAT-0057,6199.5
2024-11,MAT-0058,36.27
2024-11,MAT-0061,742.5
2024-11,MAT-0062,67076.14
2024-11,MAT-0063,3772.5
2024-11,MAT-0064,3566.25
2024-11,MAT-0065,40575.74999999999
2024-11,MAT-0066,2965.5
2024-11,MAT-0067,742.5
2024-11,MAT-0068,9813.0
2024-11,MAT-0071,9700.5
2024-11,MAT-0072,12368.25
2024-11,MAT-0073,3325.05
2024-11,MAT-0074,2018.28
2024-11,MAT-0075,6864.6
2024-11,MAT-0076,249.00000000000003
2024-11,MAT-0077,2715.9
2024-11,MAT-0078,1.5
2024-11,MAT-0079,2583.8999999999996
2024-11,MAT-0080,1057.5
2024-11,MAT-0081,556.5
2024-11,MAT-0085,10826.275
2024-11,MAT-0088,49.68
2024-11,MAT-0089,1009.68
2024-11,MAT-0090,49.68
2024-11,MAT-0093,792.18
2024-11,MAT-0095,431.28
2024-11,MAT-0096,6927.0
2024-11,MAT-0097,4436.25
2024-11,MAT-0098,20964.45
2024-11,MAT-0099,157422.4
2024-11,MAT-0100,2206.77
2024-11,MAT-0101,5605.5
2024-11,MAT-0103,4291.5
2024-11,MAT-0104,17655.0
2024-11,MAT-0105,3605.999999999999
2024-11,MAT-0106,8390.699999999999
2024-11,MAT-0109,34651.5
2024-11,MAT-0110,7545.0
2024-11,MAT-0111,5568.75
2024-11,MAT-0112,148971.0
2024-11,MAT-0113,10243.5
2024-11,MAT-0114,11378.4
2024-11,MAT-0115,783.0
2024-11,MAT-0116,8992.6
2024-11,MAT-0118,878.625
2024-11,MAT-0121,14847.000000000002
2024-11,MAT-0122,10948.75
2024-11,MAT-0123,4431.75
2024-11,MAT-0124,1485.0
2024-11,MAT-0125,1485.0
2024-11,MAT-0126,1534.5
2024-11,MAT-0127,1485.0
2024-11,MAT-0130,1485.0
2024-11,MAT-0131,4413.75
2024-11,MAT-0132,1485.0
2024-11,MAT-0133,2227.5
2024-11,MAT-0135,24216.0
2024-11,MAT-0136,20544.75
2024-11,MAT-0137,79969.49999999999
2024-11,MAT-0138,711.75
2024-11,MAT-0139,248.94
2024-11,MAT-0140,248.94
2024-11,MAT-0141,248.94
2024-11,MAT-0146,15864.750000000002
2024-11,MAT-0150,7677.0
2024-11,MAT-0151,172365.52500000002
2024-11,MAT-0153,968.25
2024-11,MAT-0156,20982.65
2024-11,MAT-0162,2269.05
2024-11,MAT-0163,4074.749999999999
2024-11,MAT-0164,28622.15
2024-11,MAT-0165,20345.63
2024-11,MAT-0167,4537.5
2024-11,MAT-0168,247.5
2024-11,MAT-0171,16841.45
2024-11,MAT-0172,701.25
2024-11,MAT-0173,701.25
2024-11,MAT-0174,29830.65
2024-11,MAT-0175,23666.1
2024-11,MAT-0177,116.25
2024-11,MAT-0178,26477.2
2024-11,MAT-0179,664.5
2024-11,MAT-0180,1401.0
2024-11,MAT-0182,3607.5
2024-11,MAT-0183,3266.1000000000004
2024-11,MAT-0184,13659.25
2024-11,MAT-0185,3783.0
2024-11,MAT-0186,1605.0
2024-11,MAT-0191,3.0
2024-11,MAT-0192,2560.5
2024-11,MAT-0194,3.0
2024-11,MAT-0197,602.25
2024-11,MAT-0207,9314.25
2024-11,MAT-0210,18760.25
2024-11,MAT-0211,9983.81
2024-11,MAT-0212,32926.975
2024-11,MAT-0213,2760.75
2024-11,MAT-0217,7638.0
2024-11,MAT-0218,15705.450000000004
2024-11,MAT-0221,16063.5
2024-11,MAT-0222,4372.5
2024-11,MAT-0223,30.6
2024-11,MAT-0224,3704.85
2024-11,MAT-0225,165.0
2024-11,MAT-0226,430.65
2024-11,MAT-0227,915.75
2024-11,MAT-0228,18726.6
2024-11,MAT-0230,4455.0
2024-11,MAT-0231,8167.5
2024-11,MAT-0232,6700.375
2024-11,MAT-0233,25442.6
2024-11,MAT-0234,178385.99
2024-11,MAT-0236,2014.5
2024-11,MAT-0237,22128.3
2024-11,MAT-0241,2268.8999999999996
2024-11,MAT-0242,4644.900000000001
2024-11,MAT-0243,24960.625
2024-11,MAT-0244,2301.78
2024-11,MAT-0245,2227.5
2024-11,MAT-0246,2887.5
2024-11,MAT-0247,64499.79
2024-11,MAT-0248,543.75
2024-11,MAT-0250,16398.9
2024-11,MAT-0252,2063.01
2024-11,MAT-0253,1431.75
2024-11,MAT-0255,2562.3900000000003
2024-11,MAT-0257,154.53
2024-11,MAT-0258,301.44
2024-11,MAT-0260,72.0
2024-11,MAT-0263,12219.9
2024-11,MAT-0265,738.75
2024-11,MAT-0267,21428.25
2024-11,MAT-0268,82557.8
2024-11,MAT-0269,1732.5
2024-11,MAT-0271,6824.7
2024-11,MAT-0272,13.320000000000002
2024-11,MAT-0273,18910.6
2024-11,MAT-0274,1620.75
2024-11,MAT-0275,39377.25000000001
2024-11,MAT-0276,1605.75
2024-11,MAT-0283,180.39
2024-11,MAT-0288,3306.75
2024-11,MAT-0289,3306.75
2024-11,MAT-0292,6606.75
2024-11,MAT-0293,3981.75
2024-11,MAT-0295,6821.25
2024-11,MAT-0296,8940.4
2024-11,MAT-0299,104.25
2024-11,MAT-0301,8457.0
2024-11,MAT-0302,37764.57
2024-11,MAT-0303,22470.750000000004
2024-11,MAT-0304,10720.5
2024-11,MAT-0305,15453.3
2024-11,MAT-0306,5429.4
2024-11,MAT-0307,5055.2
2024-11,MAT-0308,15989.65
2024-11,MAT-0309,14705.61
2024-11,MAT-0310,4233.0
2024-11,MAT-0316,4686.0
2024-11,MAT-0318,11989.5
2024-11,MAT-0319,29139.75
2024-11,MAT-0320,10980.05
2024-11,MAT-0321,5977.25
2024-11,MAT-0322,1992.9
2024-11,MAT-0323,7437.0
2024-11,MAT-0327,30348.15
2024-11,MAT-0334,2226.0
2024-11,MAT-0335,410175.0
2024-11,MAT-0336,18398.25
2024-11,MAT-0338,7358.9
2024-11,MAT-0339,1920.75
2024-11,MAT-0340,170117.26
2024-11,MAT-0343,1470.0
2024-11,MAT-0344,15588.25
2024-11,MAT-0345,11038.5
2024-11,MAT-0346,39084.25
2024-11,MAT-0347,204.75
2024-11,MAT-0348,204.75
2024-11,MAT-0349,8300.999999999998
2024-11,MAT-0351,204.75
2024-11,MAT-0354,93931.25
2024-11,MAT-0355,2455.25
2024-11,MAT-0356,9933.45
2024-11,MAT-0357,2685.1499999999996
2024-11,MAT-0359,5298.75
2024-11,MAT-0360,682.65
2024-11,MAT-0361,3066.75
2024-11,MAT-0363,7890.46
2024-11,MAT-0364,2640.0
2024-11,MAT-0365,1407.5
2024-11,MAT-0366,22185.0
2024-11,MAT-0367,8221.499999999998
2024-11,MAT-0369,242.24999999999997
2024-11,MAT-0371,6121.5
2024-11,MAT-0372,5570.25
2024-11,MAT-0373,2721.75
2024-11,MAT-0374,26000.25
2024-11,MAT-0376,30413.55
2024-11,MAT-0380,7648.5
2024-11,MAT-0381,74123.54999999999
2024-11,MAT-0385,19.5
2024-11,MAT-0386,8422.5
2024-11,MAT-0390,47988.3
2024-11,MAT-0392,4460.5
2024-11,MAT-0393,2997.0
2024-11,MAT-0394,8126.4
2024-11,MAT-0395,24005.75
2024-11,MAT-0396,5042.250000000001
2024-11,MAT-0397,776.3
2024-11,MAT-0398,7221.15
2024-11,MAT-0403,6294.0
2024-11,MAT-0404,26927.85
2024-11,MAT-0405,497.25
2024-11,MAT-0406,829.5
2024-11,MAT-0407,126.0
2024-11,MAT-0408,230.5
2024-11,MAT-0410,15057.749999999998
2024-11,MAT-0411,3838.5
2024-11,MAT-0412,126.0
2024-11,MAT-0413,94945.05
2024-11,MAT-0415,65032.52
2024-11,MAT-0416,57787.5
2024-11,MAT-0419,18504.75
2024-11,MAT-0420,2377.5
2024-11,MAT-0421,46243.5
2024-11,MAT-0422,2295.0
2024-11,MAT-0423,10419.3
2024-11,MAT-0424,5017.5
2024-11,MAT-0426,3060.0
2024-11,MAT-0427,7271.25
2024-11,MAT-0428,90334.05
2024-11,MAT-0431,0.0
2024-12,MAT-0005,372.775
2024-12,MAT-0007,6118.625
2024-12,MAT-0011,5283.95
2024-12,MAT-0012,17921.905
2024-12,MAT-0014,4604.275000000001
2024-12,MAT-0015,205131.65
2024-12,MAT-0019,7272.775
2024-12,MAT-0021,1534.5
2024-12,MAT-0022,10781.8
2024-12,MAT-0023,11634.3
2024-12,MAT-0024,15360.55
2024-12,MAT-0025,10781.8
2024-12,MAT-0026,11293.3
2024-12,MAT-0028,10797.3
2024-12,MAT-0029,11250.675
2024-12,MAT-0030,12033.735
2024-12,MAT-0031,10781.8
2024-12,MAT-0032,20267.025
2024-12,MAT-0034,14800.175
2024-12,MAT-0035,30956.6
2024-12,MAT-0037,27994.4
2024-12,MAT-0039,2301.75
2024-12,MAT-0040,2311.0499999999997
2024-12,MAT-0041,5802.084
2024-12,MAT-0043,5.0840000000000005
2024-12,MAT-0044,8018.584
2024-12,MAT-0045,5.0840000000000005
2024-12,MAT-0046,52990.685000000005
2024-12,MAT-0048,0.744
2024-12,MAT-0050,20760.7
2024-12,MAT-0051,92765.105
2024-12,MAT-0053,10347.985
2024-12,MAT-0055,20728.925
2024-12,MAT-0056,214288.29
2024-12,MAT-0057,6406.150000000001
2024-12,MAT-0058,37.479
2024-12,MAT-0061,767.25
2024-12,MAT-0062,75009.1
2024-12,MAT-0063,3898.25
2024-12,MAT-0064,3685.125
2024-12,MAT-0065,42822.37499999999
2024-12,MAT-0066,3064.35
2024-12,MAT-0067,767.25
2024-12,MAT-0068,13556.75
2024-12,MAT-0071,14064.7
2024-12,MAT-0072,13813.425
2024-12,MAT-0073,3435.885
2024-12,MAT-0074,2414.26
2024-12,MAT-0075,7913.525000000001
2024-12,MAT-0076,257.3
2024-12,MAT-0077,3507.65
2024-12,MAT-0078,1.55
2024-12,MAT-0079,2670.0299999999997
2024-12,MAT-0080,1092.75
2024-12,MAT-0081,1286.5
2024-12,MAT-0085,13261.505
2024-12,MAT-0088,51.336
2024-12,MAT-0089,1050.211
2024-12,MAT-0090,51.336
2024-12,MAT-0093,818.586
2024-12,MAT-0095,445.656
2024-12,MAT-0096,7157.900000000001
2024-12,MAT-0097,4584.125
2024-12,MAT-0098,29084.964999999997
2024-12,MAT-0099,171480.63
2024-12,MAT-0100,2291.5989999999997
2024-12,MAT-0101,5792.349999999999
2024-12,MAT-0103,4434.55
2024-12,MAT-0104,20348.625
2024-12,MAT-0105,3726.2
2024-12,MAT-0106,15722.215
2024-12,MAT-0109,36887.53
2024-12,MAT-0110,7927.75
2024-12,MAT-0111,5754.375
2024-12,MAT-0112,153936.69999999998
2024-12,MAT-0113,10840.73
2024-12,MAT-0114,11784.075
2024-12,MAT-0115,809.1
2024-12,MAT-0116,10735.92
2024-12,MAT-0118,1236.125
2024-12,MAT-0121,15341.9
2024-12,MAT-0122,11720.625
2024-12,MAT-0123,4595.75
2024-12,MAT-0124,1534.5
2024-12,MAT-0125,1534.5
2024-12,MAT-0126,2048.75
2024-12,MAT-0127,1534.5
2024-12,MAT-0130,1534.5
2024-12,MAT-0131,4560.875
2024-12,MAT-0132,1534.5
2024-12,MAT-0133,2301.75
2024-12,MAT-0135,25582.825
2024-12,MAT-0136,21229.575
2024-12,MAT-0137,82635.15
2024-12,MAT-0138,735.475
2024-12,MAT-0139,257.238
2024-12,MAT-0140,257.238
2024-12,MAT-0141,257.238
2024-12,MAT-0146,16393.575
2024-12,MAT-0150,12293.4
2024-12,MAT-0151,178183.505
2024-12,MAT-0153,1000.525
2024-12,MAT-0156,22746.78
2024-12,MAT-0162,2344.685
2024-12,MAT-0163,4210.575
2024-12,MAT-0164,36339.755
2024-12,MAT-0165,25807.475
2024-12,MAT-0167,5200.25
2024-12,MAT-0168,281.96999999999997
2024-12,MAT-0171,18033.09
2024-12,MAT-0172,3224.535
2024-12,MAT-0173,724.625
2024-12,MAT-0174,30825.005
2024-12,MAT-0175,26659.22
2024-12,MAT-0177,120.125
2024-12,MAT-0178,27386.175000000003
2024-12,MAT-0179,686.65
2024-12,MAT-0180,1486.2
2024-12,MAT-0182,3743.25
2024-12,MAT-0183,3374.9700000000003
2024-12,MAT-0184,14933.05
2024-12,MAT-0185,4045.5
2024-12,MAT-0186,3157.2999999999997
2024-12,MAT-0191,3.1
2024-12,MAT-0192,2645.85
2024-12,MAT-0194,3.1
2024-12,MAT-0197,818.175
2024-12,MAT-0207,10698.875
2024-12,MAT-0210,20305.65
2024-12,MAT-0211,11754.364999999998
2024-12,MAT-0212,35072.625
2024-12,MAT-0213,2852.775
2024-12,MAT-0217,7892.599999999999
2024-12,MAT-0218,16264.615000000002
2024-12,MAT-0221,18755.5
2024-12,MAT-0222,4518.25
2024-12,MAT-0223,31.62
2024-12,MAT-0224,3971.295
2024-12,MAT-0225,170.5
2024-12,MAT-0226,729.63
2024-12,MAT-0227,1534.5
2024-12,MAT-0228,19585.945
2024-12,MAT-0230,4603.5
2024-12,MAT-0231,8439.75
2024-12,MAT-0232,6947.875
2024-12,MAT-0233,30906.275
2024-12,MAT-0234,190606.365
2024-12,MAT-0236,2081.65
2024-12,MAT-0237,23566.335
2024-12,MAT-0241,2344.5299999999997
2024-12,MAT-0242,4799.7300000000005
2024-12,MAT-0243,32497.300000000003
2024-12,MAT-0244,8154.06
2024-12,MAT-0245,2301.75
2024-12,MAT-0246,2983.75
2024-12,MAT-0247,73347.57
2024-12,MAT-0248,561.875
2024-12,MAT-0250,17737.53
2024-12,MAT-0252,2204.255
2024-12,MAT-0253,1479.475
2024-12,MAT-0255,4501.045
2024-12,MAT-0257,159.68099999999998
2024-12,MAT-0258,311.488
2024-12,MAT-0260,74.39999999999999
2024-12,MAT-0263,12634.105
2024-12,MAT-0265,763.375
2024-12,MAT-0267,22698.575
2024-12,MAT-0268,112997.325
2024-12,MAT-0269,1790.25
2024-12,MAT-0271,7052.19
2024-12,MAT-0272,13.764
2024-12,MAT-0273,20413.295
2024-12,MAT-0274,1674.775
2024-12,MAT-0275,40778.475000000006
2024-12,MAT-0276,1659.275
2024-12,MAT-0283,186.403
2024-12,MAT-0288,3416.975
2024-12,MAT-0289,3416.975
2024-12,MAT-0292,6826.974999999999
2024-12,MAT-0293,4114.474999999999
2024-12,MAT-0295,7772.975
2024-12,MAT-0296,9590.78
2024-12,MAT-0299,141.82500000000002
2024-12,MAT-0301,9809.475
2024-12,MAT-0302,39794.68000000001
2024-12,MAT-0303,25428.025
2024-12,MAT-0304,11077.85
2024-12,MAT-0305,15968.41
2024-12,MAT-0306,5610.38
2024-12,MAT-0307,15361.425
2024-12,MAT-0308,16525.48
2024-12,MAT-0309,15785.0
2024-12,MAT-0310,4547.349999999999
2024-12,MAT-0316,4842.2
2024-12,MAT-0318,12423.25
2024-12,MAT-0319,30111.075
2024-12,MAT-0320,13478.56
2024-12,MAT-0321,6224.8
2024-12,MAT-0322,2059.3300000000004
2024-12,MAT-0323,7684.900000000001
2024-12,MAT-0327,32118.205
2024-12,MAT-0334,2300.2000000000003
2024-12,MAT-0335,459141.5
2024-12,MAT-0336,19857.975
2024-12,MAT-0338,7715.925
2024-12,MAT-0339,1984.775
2024-12,MAT-0340,191271.92
2024-12,MAT-0343,1519.0
2024-12,MAT-0344,18708.075
2024-12,MAT-0345,11438.95
2024-12,MAT-0346,47088.75
2024-12,MAT-0347,211.575
2024-12,MAT-0348,211.575
2024-12,MAT-0349,8654.425
2024-12,MAT-0351,211.575
2024-12,MAT-0354,118603.38
2024-12,MAT-0355,2623.35
2024-12,MAT-0356,10649.565
2024-12,MAT-0357,2778.455
2024-12,MAT-0359,5475.375
2024-12,MAT-0360,705.405
2024-12,MAT-0361,3305.375
2024-12,MAT-0363,16198.169999999998
2024-12,MAT-0364,2959.0
2024-12,MAT-0365,1464.75
2024-12,MAT-0366,24512.25
2024-12,MAT-0367,11744.675
2024-12,MAT-0369,250.325
2024-12,MAT-0371,6937.55
2024-12,MAT-0372,5755.925
2024-12,MAT-0373,2812.475
2024-12,MAT-0374,27781.85
2024-12,MAT-0376,37516.975
2024-12,MAT-0380,7903.45
2024-12,MAT-0381,76594.33499999999
2024-12,MAT-0385,40.775000000000006
2024-12,MAT-0386,8703.25
2024-12,MAT-0390,49587.91
2024-12,MAT-0392,5200.25
2024-12,MAT-0393,3096.9
2024-12,MAT-0394,8397.28
2024-12,MAT-0395,25774.95
2024-12,MAT-0396,5210.325000000001
2024-12,MAT-0397,813.75
2024-12,MAT-0398,7509.964999999999
2024-12,MAT-0403,6547.2
2024-12,MAT-0404,27825.445
2024-12,MAT-0405,513.8249999999999
2024-12,MAT-0406,857.15
2024-12,MAT-0407,130.20000000000002
2024-12,MAT-0408,770.95
2024-12,MAT-0410,15559.675
2024-12,MAT-0411,3966.45
2024-12,MAT-0412,130.20000000000002
2024-12,MAT-0413,103208.11
2024-12,MAT-0415,72580.08
2024-12,MAT-0416,59713.75
2024-12,MAT-0419,19121.575
2024-12,MAT-0420,2456.75
2024-12,MAT-0421,47784.95
2024-12,MAT-0422,2371.5
2024-12,MAT-0423,11499.760000000002
2024-12,MAT-0424,12952.125
2024-12,MAT-0426,14688.0
2024-12,MAT-0427,7963.125
2024-12,MAT-0428,94236.185
2024-12,MAT-0431,0.0
